Categories,year,flesch_kincaid_Mean,smog_Mean,length_Mean,total,flesch_kincaid_Count,flesch_kincaid_Sum,flesch_kincaid_Max,flesch_kincaid_Min,smog_Count,smog_Sum,smog_Max,smog_Min,length_Count,length_Sum,,length_Max,length_Min,ChildCount,Count_Parental,Count_Guardian,Count_Child,Count_Underage,Count_Kid,Count_Young,Count_Youth,Count_Under1,Count_Under_1,Count_Ageof1
gambling;personals,2015,13.16922118,,2172,2,2,26.33844237,13.16922118,13.16922118,0,,,,2,4344,FALSE,2172,2172,0,0,0,0,0,0,0,0,0,0,0
gambling;personals,2017,13.16922118,,2167,1,1,13.16922118,13.16922118,13.16922118,0,,,,1,2167,TRUE,2167,2167,0,0,0,0,0,0,0,0,0,0,0
gambling;personals,2018,13.16922118,,2167,1,1,13.16922118,13.16922118,13.16922118,0,,,,1,2167,FALSE,2167,2167,0,0,0,0,0,0,0,0,0,0,0
gambling;personals,2019,13.16922118,,2167,1,1,13.16922118,13.16922118,13.16922118,0,,,,1,2167,FALSE,2167,2167,0,0,0,0,0,0,0,0,0,0,0
gambling;sports,2000,10.98965184,13.18742774,4228,1,1,10.98965184,10.98965184,10.98965184,1,13.18742774,13.18742774,13.18742774,1,4228,FALSE,4228,4228,0,0,0,0,0,0,0,0,0,0,0
gambling;sports,2001,10.98965184,13.18742774,4225,1,1,10.98965184,10.98965184,10.98965184,1,13.18742774,13.18742774,13.18742774,1,4225,FALSE,4225,4225,0,0,0,0,0,0,0,0,0,0,0
gambling;sports,2002,12.50094015,14.01833969,6825,1,1,12.50094015,12.50094015,12.50094015,1,14.01833969,14.01833969,14.01833969,1,6825,FALSE,6825,6825,0,0,0,0,0,0,0,0,0,0,0
gambling;sports,2003,13.15482189,14.01833969,4151,4,4,52.61928756,13.80870363,12.50094015,2,28.03667938,14.01833969,14.01833969,4,16604,TRUE,6825,1477,0,0,0,0,0,0,0,0,0,0,0
gambling;sports,2004,13.16348486,14.65540267,5499,3,3,39.49045459,13.80870363,12.50094015,2,29.31080534,15.29246565,14.01833969,3,16497,FALSE,8195,1477,0,0,0,0,0,0,0,0,0,0,0
gambling;sports,2005,13.18081081,15.29246565,8195,2,2,26.36162162,13.18081081,13.18081081,2,30.58493131,15.29246565,15.29246565,2,16390,FALSE,8195,8195,0,0,0,0,0,0,0,0,0,0,0
gambling;sports,2006,13.21766796,15.24758177,7355.5,4,4,52.87067183,13.2893281,13.11120482,4,60.99032708,15.29246565,15.20269789,4,29422,FALSE,8223,6502,2,0,0,4,0,0,0,0,0,2,0
gambling;sports,2007,12.95222342,14.45295218,10752.2,5,5,64.76111709,13.94350881,12.11236381,4,57.8118087,15.29246565,13.34837121,5,53761,FALSE,17176,4936,4,0,0,6,0,0,0,0,0,2,4
gambling;sports,2008,12.70472785,14.59739775,6568.818182,11,11,139.7520064,13.94350881,10.98040193,6,87.5843865,15.77480295,13.81666965,11,72257,TRUE,17190,3122,5,0,0,9,0,0,0,0,0,4,4
gambling;sports,2009,13.10415196,14.57598924,5374.5,8,8,104.8332157,13.94350881,10.72375119,3,43.72796771,15.77480295,13.0238668,8,42996,TRUE,9249,3122,3,0,0,6,0,0,0,0,0,3,1
gambling;sports,2010,12.89744619,14.79356564,6447.6,10,10,128.9744619,13.94350881,10.72375119,6,88.76139383,16.72815622,13.0238668,10,64476,FALSE,14592,3122,4,0,0,9,0,0,0,0,0,6,2
gambling;sports,2011,12.66768198,15.01112378,8536.863636,22,22,278.6890036,14.44197535,8.29194661,17,255.1891043,17.08348895,10.86419502,22,187811,FALSE,14976,3118,8,4,1,27,0,2,0,0,0,6,10
gambling;sports,2012,12.52549366,14.87455049,9168.535714,28,28,350.7138226,14.44197535,8.29194661,24,356.9892118,17.46797935,10.86419502,28,256719,FALSE,18263,3058,13,4,3,33,0,2,0,0,0,8,19
gambling;sports,2013,12.45988053,14.61249437,10667.65385,26,26,323.9568938,16.06920635,8.29194661,22,321.474876,17.46797935,10.86419502,26,277359,FALSE,18263,3058,9,4,4,29,0,2,0,0,0,3,20
gambling;sports,2014,12.37793818,14.35131863,10276.45833,24,24,297.0705163,15.99272727,8.29194661,19,272.6750539,17.46797935,10.86419502,24,246635,FALSE,21421,2073,7,0,2,20,0,3,0,0,0,7,12
gambling;sports,2015,12.49195514,14.44523614,10294.11538,26,26,324.7908336,16.50012611,8.29194661,22,317.7951951,17.50586285,10.86419502,26,267647,FALSE,21421,2073,10,0,3,20,2,0,0,0,0,7,14
gambling;sports,2016,12.40218071,14.35156279,12007.34615,26,26,322.4566986,16.23309552,8.29194661,25,358.7890697,16.80791676,10.86419502,26,312191,FALSE,23118,2073,8,0,1,13,2,0,0,0,0,4,11
gambling;sports,2017,12.42269831,14.29262809,12706.64286,28,28,347.8355528,15.27945534,8.728008934,23,328.7304462,16.76809479,11.34169021,28,355786,FALSE,23566,2409,11,0,1,20,1,0,0,0,0,4,18
gambling;sports,2018,13.16195446,15.29433108,14356.9375,32,32,421.1825428,18.4476726,8.728008934,26,397.652608,18.06258737,11.34169021,32,459422,FALSE,28731,2131,13,0,5,16,0,0,0,0,0,8,22
gambling;sports,2019,13.54225118,15.39720494,13364.35484,31,31,419.8097865,19.79215707,8.728008934,26,400.3273284,18.06258737,11.34169021,31,414295,FALSE,33924,2131,7,0,4,6,1,0,0,0,0,0,15
gambling;travel,2004,14.8325774,16.60763045,9886,2,2,29.66515479,14.8325774,14.8325774,2,33.21526089,16.60763045,16.60763045,2,19772,TRUE,9887,9885,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2005,14.8325774,16.60763045,9858,1,1,14.8325774,14.8325774,14.8325774,1,16.60763045,16.60763045,16.60763045,1,9858,TRUE,9858,9858,1,0,0,2,0,0,0,0,0,0,0
gambling;travel,2006,14.62024479,16.00181847,8831,3,3,43.86073437,15.3082468,13.24424076,3,48.0054554,16.60763045,14.7901945,3,26493,TRUE,9962,6569,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2007,14.51187598,15.8977535,8314.25,4,4,58.04750391,15.7795112,13.24424076,4,63.59101398,17.00531249,14.7901945,4,33257,TRUE,10061,6569,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2008,14.42414795,16.0910525,7450.25,4,4,57.69659179,15.60405513,13.24424076,4,64.36420998,17.39191049,14.7901945,4,29801,TRUE,8410,6569,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2009,14.56314202,16.25208408,7680,4,4,58.25256806,15.60405513,13.5222289,4,65.00833634,17.39191049,15.11225768,4,30720,FALSE,8253,7107,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2010,14.27573845,15.57127759,8358.5,4,4,57.10295379,15.03735239,13.5222289,4,62.28511037,16.0302975,15.11225768,4,33434,FALSE,9616,7107,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2011,14.48710429,15.59111862,9426.75,4,4,57.94841716,15.5699159,13.28635647,4,62.36447449,16.56721497,14.11778686,4,37707,FALSE,11336,7107,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2012,14.35542509,15.53208315,10119,4,4,57.42170038,15.54203639,12.89550078,4,62.1283326,16.48601716,14.50688674,4,40476,FALSE,11341,7931,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2013,15.54203639,16.48601716,11341,2,2,31.08407278,15.54203639,15.54203639,2,32.97203432,16.48601716,16.48601716,2,22682,FALSE,11341,11341,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2014,14.65985785,15.87381529,10844.33333,3,3,43.97957356,15.54203639,12.89550078,3,47.62144586,16.48601716,14.64941154,3,32533,FALSE,11330,9873,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2015,14.22029215,15.34365271,12937,4,4,56.88116859,14.95780011,13.4188428,4,61.37461085,15.6451,14.83674596,4,51748,FALSE,13822,12088,2,0,0,4,0,0,0,0,0,0,0
gambling;travel,2016,14.20480375,15.50167298,12980,4,4,56.819215,15.02372929,13.4188428,4,62.00669193,16.6881,14.83674596,4,51920,FALSE,13822,12084,2,1,0,2,0,0,0,0,0,2,0
gambling;travel,2017,14.19257819,15.74230559,12996.5,4,4,56.77031275,15.02372929,13.4188428,4,62.96922237,16.6881,14.83674596,4,51986,FALSE,13822,12144,2,2,0,0,0,0,0,0,0,4,0
gambling;travel,2018,13.40736576,15.41152364,15401,3,3,40.22209727,14.90889786,11.82664498,3,46.23457091,16.60763045,14.7901945,3,46203,FALSE,20202,12144,2,1,0,4,0,0,0,0,0,2,2
gambling;travel,2019,12.26597583,15.73914725,19620,2,2,24.53195165,12.70530668,11.82664498,2,31.4782945,16.6881,14.7901945,2,39240,FALSE,20202,19038,2,1,0,5,0,0,0,0,0,2,2
games,1999,10.71329326,13.92511405,5601.333333,3,3,32.13987978,13.07745147,9.104739089,2,27.85022811,15.68848315,12.16174496,3,16804,TRUE,11590,1812,0,0,0,0,0,0,0,0,0,0,0
games,2000,11.58741799,13.95732335,4583.807692,26,25,289.6854498,14.26657074,9.290182085,8,111.6585868,15.77480295,12.74508487,26,119179,TRUE,25744,955,8,7,2,60,0,1,1,0,0,4,4
games,2001,11.7043596,14.10832582,4344.62069,29,26,304.3133497,15.8713188,9.086401429,10,141.0832582,16.28082958,12.5161,29,125994,TRUE,25782,636,11,15,10,87,0,2,1,0,0,5,3
games,2002,11.74558541,14.22976399,4374.468085,47,45,528.5513433,15.8713188,7.839003115,15,213.4464598,17.08348895,11.97924847,47,205600,FALSE,18476,848,22,24,8,164,0,6,6,0,0,22,6
games,2003,12.02805323,14.42445362,6029.577465,71,65,781.8234602,16.3338742,8.442089145,28,403.8847015,17.7311,11.97924847,71,428100,FALSE,37901,738,33,26,13,202,0,6,8,0,0,36,21
games,2004,12.01649098,15.06914482,5813.470588,102,96,1153.583134,16.3338742,8.526344086,39,587.6966481,17.7311,11.72989834,102,592974,FALSE,36820,738,44,32,28,241,0,5,12,0,0,56,35
games,2005,11.75427115,14.80493412,5575.181102,127,119,1398.758267,15.49446864,8.526344086,47,695.8319036,17.00531249,11.72989834,127,708048,TRUE,36807,480,46,15,17,213,0,6,10,0,0,49,29
games,2006,11.82308295,14.76644882,5948.785311,177,162,1915.339437,17.56161163,7.392410797,73,1077.950764,17.69380237,11.72989834,177,1052935,FALSE,34589,480,68,32,35,371,0,13,17,0,0,72,41
games,2007,11.89552915,14.8739536,5637.346847,222,210,2498.061121,17.56161163,7.206928839,86,1279.160009,17.69380237,11.66642294,222,1251491,FALSE,36564,738,81,38,33,393,0,86,14,0,0,82,53
games,2008,12.13961183,14.75385949,5529.5209,311,295,3581.185491,17.24632425,6.589266409,123,1814.724718,19.75178468,10.72225461,311,1719681,TRUE,30425,594,112,48,59,470,5,64,15,0,0,101,98
games,2009,12.21774601,14.81288645,6037.156069,346,335,4092.944914,16.68896064,6.605871272,139,2058.991217,17.65640897,10.35521597,346,2088856,FALSE,38243,594,137,44,110,793,4,88,18,0,0,118,108
games,2010,12.55283336,15.06814601,7359.806513,522,507,6364.286513,19.16237001,7.206928839,237,3571.150604,19.2534887,10.35521597,522,3841819,FALSE,44747,755,225,91,234,1792,3,124,47,1,0,229,244
games,2011,12.73097088,15.0904843,8208.479885,696,678,8631.598256,19.43677061,7.206928839,349,5266.57902,19.1858809,10.35521597,696,5713102,FALSE,50981,487,287,104,260,1801,5,85,45,0,0,321,298
games,2012,12.7712419,15.18343599,8805.853075,878,856,10932.18307,17.88139989,6.959927646,455,6908.463376,19.1858809,10.35521597,878,7731539,FALSE,78761,487,376,160,300,2096,5,154,46,0,0,430,429
games,2013,12.76748613,15.09922651,9172.815682,982,950,12129.11183,19.02848214,6.959927646,523,7896.895463,20.39382201,10.35521597,982,9007705,FALSE,81498,487,412,183,328,2363,6,150,47,0,0,514,456
games,2014,12.77804899,15.02919872,9191.422535,1065,1029,13148.61241,18.16930993,6.947947233,596,8957.40244,21.10383652,10.35521597,1065,9788865,FALSE,79564,487,466,191,310,2365,8,134,48,0,3,584,466
games,2015,12.66827282,14.89729993,8966.785217,1150,1116,14137.79247,17.58055676,6.947947233,646,9623.655756,21.10383652,10.35521597,1150,10311803,TRUE,79516,459,475,177,236,2258,5,133,57,0,6,582,467
games,2016,12.61937053,14.86396953,9063.508407,1249,1218,15370.39331,17.58055676,6.046249386,733,10895.28966,21.10383652,10.35521597,1249,11320322,FALSE,154827,459,534,214,265,2463,6,140,57,0,3,671,573
games,2017,12.6687898,14.92193086,9383.389675,1201,1172,14847.82164,19.23125184,6.046249386,718,10713.94636,19.1858809,9.725611199,1201,11269451,FALSE,163767,459,540,238,285,2767,6,166,70,0,3,755,616
games,2018,12.55235237,14.78849789,10988.64483,977,952,11949.83946,17.72933175,4.971176471,617,9124.503197,18.91255403,10.04757931,977,10735906,FALSE,192849,459,453,212,272,2293,0,68,51,0,0,577,525
games,2019,12.54802036,14.77629055,13592.11099,910,892,11192.83416,19.23125184,6.046249386,632,9338.61563,19.55428043,10.04757931,910,12368821,FALSE,219566,527,463,282,297,2467,13,148,81,0,0,572,531
games;informationtech,2000,11.39786875,13.5591,11638,1,1,11.39786875,11.39786875,11.39786875,1,13.5591,13.5591,13.5591,1,11638,FALSE,11638,11638,0,0,0,0,0,0,0,0,0,0,0
games;informationtech,2001,11.39786875,13.5591,11638,1,1,11.39786875,11.39786875,11.39786875,1,13.5591,13.5591,13.5591,1,11638,FALSE,11638,11638,0,0,0,0,0,0,0,0,0,0,0
games;informationtech,2002,11.46113982,,2557.5,2,2,22.92227965,11.46113982,11.46113982,0,,,,2,5115,TRUE,2558,2557,0,0,0,0,0,0,0,0,0,0,0
games;informationtech,2003,11.27377528,,2888,2,2,22.54755056,11.27377528,11.27377528,0,,,,2,5776,FALSE,2888,2888,0,0,0,0,0,0,0,0,0,0,0
games;informationtech,2005,10.85665839,13.42081328,10957,3,3,32.56997516,11.61144997,9.615833333,3,40.26243983,13.96827395,12.63128222,3,32871,FALSE,13749,5487,0,0,0,0,0,0,0,0,0,0,0
games;informationtech,2006,13.40854986,16.06986694,18777,4,4,53.63419944,15.20564975,11.61144997,4,64.27946775,18.17145992,13.96827395,4,75108,FALSE,23919,13635,2,0,0,4,0,0,0,0,0,0,2
games;informationtech,2007,13.7139783,16.43241409,13737.66667,6,6,82.28386979,15.20564975,11.40837816,5,82.16207046,18.17145992,13.50681897,6,82426,FALSE,23919,2379,3,0,1,4,0,0,0,0,0,0,2
games;informationtech,2008,12.00118923,13.50681897,3942.5,4,3,36.0035677,13.18681138,11.40837816,2,27.01363794,13.50681897,13.50681897,4,15770,TRUE,5257,2385,2,0,2,0,0,0,0,0,0,0,0
games;informationtech,2009,11.56440364,14.32957532,6994.166667,6,5,57.82201822,13.18717393,10.21364122,4,57.31830129,15.77480295,13.50681897,6,41965,FALSE,12798,2870,4,3,1,3,0,0,2,0,0,1,2
games;informationtech,2010,12.36808406,15.49678883,5960.153846,13,10,123.6808406,14.19909627,10.33646075,6,92.98073297,16.11434528,14.45898005,13,77482,FALSE,12798,1939,5,3,0,11,0,0,4,0,0,2,3
games;informationtech,2011,12.3143586,15.04097715,6816.5625,16,15,184.715379,18.22538462,8.870614035,9,135.3687943,17.76830261,13.50681897,16,109065,FALSE,14231,1963,9,2,3,23,0,0,3,0,0,3,4
games;informationtech,2012,12.19643383,14.68220637,6956.583333,12,11,134.1607721,14.8430166,10.50365408,8,117.4576509,15.5140388,13.50681897,12,83479,FALSE,16183,2178,5,1,2,9,0,0,0,0,0,2,1
games;informationtech,2013,12.62810945,14.9293635,8194.652174,23,23,290.4465174,15.32970414,10.25744352,16,238.869816,16.36328637,13.34837121,23,188477,FALSE,16183,2178,10,6,3,27,0,0,0,0,0,6,7
games;informationtech,2014,12.95386599,14.64239626,8674.461538,26,26,336.8005156,15.16311575,10.50365408,18,263.5631328,16.36328637,13.34837121,26,225536,FALSE,21892,1227,12,5,4,32,0,0,0,0,0,7,12
games;informationtech,2015,12.88957739,14.76908381,8710.692308,26,26,335.129012,16.30748918,10.50365408,16,236.3053409,15.98806761,13.2950065,26,226478,FALSE,38184,1512,10,4,5,26,0,0,0,0,0,1,17
games;informationtech,2016,12.88790054,15.21582277,7675.8,30,30,386.6370161,15.00412603,10.34820708,18,273.8848099,18.0989662,13.2950065,30,230274,TRUE,21849,1530,14,4,0,33,0,0,0,0,0,10,18
games;informationtech,2017,12.90504292,14.9830407,8722.710526,38,38,490.3916309,15.36640411,10.34820708,26,389.5590583,17.87934746,13.18742774,38,331463,FALSE,22531,1530,16,5,3,43,0,0,1,0,0,13,25
games;informationtech,2018,12.61789087,14.7230174,7865.090909,33,33,416.3903986,15.2257958,10.34820708,22,323.9063828,17.04445562,10.1257567,33,259548,FALSE,21689,1530,12,5,6,40,0,0,0,0,0,5,24
games;informationtech,2019,12.49105275,14.3761078,12015.05263,38,38,474.6600045,14.92333333,10.34820708,27,388.1549107,16.0302975,13.18742774,38,456572,FALSE,86088,1530,18,9,10,82,0,0,0,0,0,28,31
games;informationtech;mediasharing,2011,12.37366767,15.47004243,5754,2,2,24.74733534,12.46959707,12.27773827,1,15.47004243,15.47004243,15.47004243,2,11508,TRUE,9357,2151,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;mediasharing,2013,12.46959707,,2151,1,1,12.46959707,12.46959707,12.46959707,0,,,,1,2151,TRUE,2151,2151,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;mediasharing,2019,10.02209453,12.10132525,3432,2,2,20.04418905,10.02209453,10.02209453,2,24.20265051,12.10132525,12.10132525,2,6864,FALSE,3432,3432,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;newsandmedia,2019,14.43337978,13.7143939,86088,1,1,14.43337978,14.43337978,14.43337978,1,13.7143939,13.7143939,13.7143939,1,86088,FALSE,86088,86088,1,1,2,14,0,0,0,0,0,9,2
games;informationtech;shopping,2000,11.30339536,14.7901945,5779.5,2,2,22.60679072,12.00179869,10.60499203,1,14.7901945,14.7901945,14.7901945,2,11559,FALSE,8373,3186,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2003,11.25364291,14.7901945,10952,2,2,22.50728583,11.25364291,11.25364291,2,29.58038901,14.7901945,14.7901945,2,21904,FALSE,10954,10950,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2004,11.34928142,14.95050962,10989,2,2,22.69856283,11.4353569,11.26320593,2,29.90101925,15.15756279,14.74345646,2,21978,FALSE,11092,10886,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2005,12.4131525,15.1673156,10284,4,4,49.65261002,13.10143106,11.39094129,4,60.66926238,15.42588865,14.88311306,4,41136,TRUE,11662,9251,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2006,12.81001884,14.93964927,11039,4,3,38.43005653,13.10143106,12.66431274,3,44.8189478,15.42588865,14.69652958,4,44156,FALSE,12737,9249,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2007,13.01578548,15.00388505,10902.33333,3,3,39.04735645,13.19152186,12.66431274,3,45.01165515,15.15756279,14.69652958,3,32707,FALSE,12737,9985,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2008,13.00625138,15.18013034,11254,2,2,26.01250276,13.23554352,12.77695923,2,30.36026068,15.20269789,15.15756279,2,22508,FALSE,12471,10037,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2009,12.33599083,14.31402892,12076,1,1,12.33599083,12.33599083,12.33599083,1,14.31402892,14.31402892,14.31402892,1,12076,FALSE,12076,12076,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2010,14.76873298,16.72815622,11846,1,1,14.76873298,14.76873298,14.76873298,1,16.72815622,16.72815622,16.72815622,1,11846,FALSE,11846,11846,1,0,0,3,0,0,0,0,0,1,0
games;informationtech;shopping,2011,15.29779033,17.16122988,16078,2,2,30.59558065,15.29779033,15.29779033,2,34.32245976,17.16122988,17.16122988,2,32156,FALSE,16078,16078,0,0,0,0,0,0,0,0,0,0,0
games;informationtech;shopping,2012,14.72499486,15.90045347,10133.33333,3,3,44.17498458,15.29779033,14.33975748,3,47.70136042,17.16122988,15.24766489,3,30400,TRUE,16078,7037,2,0,0,2,0,0,2,0,0,4,0
games;informationtech;shopping,2013,14.30539217,15.18737014,8964,3,3,42.91617652,14.53743677,13.84130297,3,45.56211042,15.24766489,15.06678064,3,26892,TRUE,12322,7285,3,0,1,6,0,0,2,0,0,5,0
games;informationtech;shopping,2014,14.21020612,15.03846615,8272,4,4,56.84082447,14.53743677,13.22851415,4,60.15386461,15.24766489,14.41086994,4,33088,TRUE,11233,7285,4,0,1,7,0,0,3,0,0,7,0
games;informationtech;shopping,2015,14.31945946,15.12274013,8190.6,5,5,71.59729731,14.60410622,13.18087244,5,75.61370064,15.33710201,14.26529262,5,40953,TRUE,11673,7320,5,0,1,8,0,0,4,0,0,9,0
games;informationtech;shopping,2016,13.89976736,15.04918241,51220.14286,7,7,97.29837149,15.06151827,11.92007078,7,105.3442769,16.07238961,13.34837121,7,358541,FALSE,149189,7320,6,6,2,46,0,0,4,0,0,10,0
games;informationtech;shopping,2017,15.18596378,15.88043638,20945.5,4,4,60.74385511,15.31040929,15.06151827,4,63.52174552,16.07238961,15.68848315,4,83782,FALSE,21548,20343,4,2,0,18,0,0,0,0,0,0,0
games;informationtech;shopping,2018,12.74836981,13.24136018,184437,2,2,25.49673961,12.74836981,12.74836981,2,26.48272037,13.24136018,13.24136018,2,368874,FALSE,184437,184437,2,6,2,40,0,0,0,0,0,4,0
games;informationtech;shopping,2019,15.24940489,15.46756288,87958,3,3,45.74821467,16.45948844,12.82923779,3,46.40268864,16.60763045,13.18742774,3,263874,FALSE,219566,22154,3,3,2,28,0,0,0,0,0,2,0
games;mediasharing,2011,10.29872679,,3577,2,2,20.59745358,10.29872679,10.29872679,0,,,,2,7154,TRUE,3577,3577,0,0,0,0,0,0,0,0,0,0,0
games;mediasharing,2012,10.29872679,,3577,1,1,10.29872679,10.29872679,10.29872679,0,,,,1,3577,FALSE,3577,3577,0,0,0,0,0,0,0,0,0,0,0
games;mediasharing,2013,10.29872679,,3577,2,2,20.59745358,10.29872679,10.29872679,0,,,,2,7154,FALSE,3577,3577,0,0,0,0,0,0,0,0,0,0,0
games;mediasharing,2014,10.29872679,,3577,1,1,10.29872679,10.29872679,10.29872679,0,,,,1,3577,FALSE,3577,3577,0,0,0,0,0,0,0,0,0,0,0
games;mediasharing,2016,12.81573619,,2164.833333,6,6,76.89441715,14.32093407,11.99956484,0,,,,6,12989,TRUE,2916,1282,0,0,0,0,0,0,0,0,0,0,0
games;mediasharing,2017,12.72495484,14.83674596,3982,5,5,63.62477422,13.43158308,12.22944857,2,29.67349193,14.83674596,14.83674596,5,19910,FALSE,6727,1755,0,0,0,0,0,0,0,0,0,0,0
games;mediasharing,2018,13.43158308,14.83674596,6727,2,2,26.86316616,13.43158308,13.43158308,2,29.67349193,14.83674596,14.83674596,2,13454,FALSE,6727,6727,0,0,0,0,0,0,0,0,0,0,0
games;mediasharing,2019,13.13599243,14.88311306,6754,1,1,13.13599243,13.13599243,13.13599243,1,14.88311306,14.88311306,14.88311306,1,6754,FALSE,6754,6754,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums,2011,11.66494121,15.68848315,7136.5,2,2,23.32988243,12.76114005,10.56874238,1,15.68848315,15.68848315,15.68848315,2,14273,FALSE,12440,1833,1,0,0,5,0,0,0,0,0,0,3
games;messageboardsandforums,2012,12.99446785,15.57818935,5552.833333,6,6,77.9668071,14.80103587,10.56874238,2,31.1563787,15.77480295,15.38157575,6,33317,TRUE,12692,1833,2,0,0,6,0,0,0,0,0,6,0
games;messageboardsandforums,2013,12.54080788,15.58410126,5300,9,9,112.8672709,14.70121548,10.56874238,3,46.75230378,15.77480295,15.20269789,9,47700,TRUE,12692,1217,4,0,0,10,0,0,1,0,0,8,1
games;messageboardsandforums,2014,12.81330691,15.16897894,6904.833333,18,18,230.6395244,14.70121548,11.66514286,12,182.0277473,15.98806761,14.16717447,18,124287,FALSE,13848,1217,10,0,0,26,0,0,4,0,0,14,8
games;messageboardsandforums,2015,12.9328412,14.91988396,7581.588235,17,17,219.8583004,14.86620564,10.67633191,12,179.0386075,16.92669309,13.40145869,17,128887,FALSE,16744,1217,9,0,8,27,0,0,3,0,0,12,8
games;messageboardsandforums,2016,12.79897714,15.0042513,7720.85,20,20,255.9795428,15.30516286,10.67633191,14,210.0595181,17.39191049,13.40145869,20,154417,FALSE,19032,2193,9,0,4,30,0,0,2,0,0,10,12
games;messageboardsandforums,2017,12.47337149,14.72074235,6836.357143,14,14,174.6272008,14.54980824,10.67633191,11,161.9281659,15.77480295,13.40145869,14,95709,TRUE,14217,2193,5,0,0,13,0,0,2,0,0,4,7
games;messageboardsandforums,2018,12.33304633,14.99680789,9929.3,10,10,123.3304633,14.03353948,10.67633191,8,119.9744631,17.23854248,13.40145869,10,99293,FALSE,23464,2186,5,2,2,19,0,0,1,0,0,2,3
games;messageboardsandforums,2019,12.55314116,15.20987907,12887.46154,13,13,163.1908351,14.03353948,10.67633191,12,182.5185488,17.23854248,13.40145869,13,167537,FALSE,24665,2186,8,4,4,36,0,0,0,0,0,0,6
games;messageboardsandforums;newsandmedia,2007,11.6063522,,1871,1,1,11.6063522,11.6063522,11.6063522,0,,,,1,1871,TRUE,1871,1871,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2008,13.2742024,,1516,2,2,26.5484048,13.2742024,13.2742024,0,,,,2,3032,TRUE,1516,1516,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2009,13.2742024,,1516,1,1,13.2742024,13.2742024,13.2742024,0,,,,1,1516,FALSE,1516,1516,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2010,13.28001158,,1477.5,2,2,26.56002317,13.28582077,13.2742024,0,,,,2,2955,TRUE,1516,1439,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2011,13.28582077,,1439,2,2,26.57164153,13.28582077,13.28582077,0,,,,2,2878,TRUE,1439,1439,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2012,13.28582077,,1439,1,1,13.28582077,13.28582077,13.28582077,0,,,,1,1439,FALSE,1439,1439,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2013,12.32475792,,1659,1,1,12.32475792,12.32475792,12.32475792,0,,,,1,1659,FALSE,1659,1659,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2015,12.32475792,,1659,1,1,12.32475792,12.32475792,12.32475792,0,,,,1,1659,FALSE,1659,1659,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2016,12.32475792,,1659,1,1,12.32475792,12.32475792,12.32475792,0,,,,1,1659,FALSE,1659,1659,0,0,0,0,0,0,0,0,0,0,0
games;messageboardsandforums;newsandmedia,2017,12.32475792,,1659,1,1,12.32475792,12.32475792,12.32475792,0,,,,1,1659,FALSE,1659,1659,0,0,0,0,0,0,0,0,0,0,0
games;newsandmedia,2010,14.3155898,16.18577309,8239.333333,3,3,42.94676941,15.25269677,12.44137586,3,48.55731927,16.76809479,15.02112968,3,24718,FALSE,10198,4322,2,0,0,8,0,0,2,0,0,0,6
games;newsandmedia,2011,13.90188069,15.89461224,7250.75,4,4,55.60752276,15.47207426,12.44137586,4,63.57844896,16.76809479,15.02112968,4,29003,FALSE,10198,4322,2,0,0,8,0,0,2,0,0,0,6
games;newsandmedia,2012,13.442155,15.18328918,9882.5,8,8,107.53724,16.02492078,10.09020857,8,121.4663135,16.80791676,13.34837121,8,79060,FALSE,19862,4348,4,0,0,24,0,0,2,0,0,0,10
